Date,month,chg_stb,chg_sp,chg_sp(10),chg_sen,chg_sen(10),vol_relative,candle_size,tcount_rel,std (10),change (-1),change (-2),change (-3),change (-4),change (-5),y
2018-10-21,10,-0.0407229294227908,-0.0410456166372675,-0.0257785132113995,0.25,-0.2857142857142856,0.63095959638793,0.0771851748835269,0.6631777915980438,0.0456149271013669,-0.0417096229021988,-0.0017067653401381,-0.01213923673226,0.0312067640276709,0.040665129799178,0.039557745759022156
2018-10-28,10,-0.1842611434238756,0.000234900420291,-0.023118082222724,-0.1999999999999999,-0.3333333333333331,0.8505610621017414,0.2176882766975741,0.8796005392104888,0.0430207958987218,0.0395577457590221,-0.0417096229021988,-0.0017067653401381,-0.01213923673226,0.0312067640276709,-0.015201567196905574
2018-11-04,11,-0.0647521311862988,-0.0394142598038862,-0.0671688659815519,0.0,-0.1999999999999999,0.3025803761701297,0.0282240687574733,0.4512630234865214,0.0429186035949495,-0.0152015671969055,0.0395577457590221,-0.0417096229021988,-0.0017067653401381,-0.01213923673226,-0.0006286662568009138
2018-11-11,11,-0.0583015062994614,0.0242111716672495,-0.0527465570200613,0.25,0.0,0.2910380913542579,0.0431406810242944,0.588002594378825,0.0431732664105978,-0.0006286662568009,-0.0152015671969055,0.0395577457590221,-0.0417096229021988,-0.0017067653401381,-0.005556711919023738
2018-11-18,11,-0.017355198752381,0.0212812057024083,-0.0415334031817804,0.0,-0.1666666666666664,0.3231827354155002,0.0401103941657607,0.6990327850268668,0.0211909966297984,-0.0055567119190237,-0.0006286662568009,-0.0152015671969055,0.0395577457590221,-0.0417096229021988,-0.1221446833317571
2018-11-25,11,-0.0208589985379431,-0.0160876803751156,-0.0471535825718746,0.1999999999999999,0.1999999999999999,0.7827157390121952,0.1696836472264293,1.1443555374242884,0.0457701984993339,-0.1221446833317571,-0.0055567119190237,-0.0006286662568009,-0.0152015671969055,0.0395577457590221,-0.2783857294242317
2018-12-02,12,0.056665803446829,-0.0379019614292449,-0.0937768934725887,0.0,0.1999999999999999,1.4222079349028107,0.3552386637795526,1.8155469041523835,0.1290495783499016,-0.2783857294242317,-0.1221446833317571,-0.0055567119190237,-0.0006286662568009,-0.0152015671969055,0.018412640915565603
2018-12-09,12,0.0321635501449797,0.048473728993831,-0.0578563455952381,-0.1666666666666666,0.0,1.221608760863438,0.1861867737588323,1.5170272362815322,0.1685067534800376,0.0184126409155656,-0.2783857294242317,-0.1221446833317571,-0.0055567119190237,-0.0006286662568009,-0.14795446297894033
2018-12-16,12,0.0036345706395473,-0.0460442653894507,-0.0963973671747925,0.0,0.0,0.9440040922722488,0.2300176659335905,1.2932054884517188,0.2164752847031655,-0.1479544629789403,0.0184126409155656,-0.2783857294242317,-0.1221446833317571,-0.0055567119190237,-0.08932777114941459
2018-12-23,12,0.0073649194226501,-0.0125822230999438,-0.0989821768316144,0.0,0.25,0.5589644873588598,0.1278684736324464,0.8244424797743743,0.2603501219947652,-0.0893277711494145,-0.1479544629789403,0.0184126409155656,-0.2783857294242317,-0.1221446833317571,0.2171296540061387
2018-12-30,12,0.013192613276137,-0.0705128944787399,-0.1266691481787994,0.0,0.0,1.246958387676378,0.2861341128817485,1.7462096506182896,0.2746031973168838,0.2171296540061387,-0.0893277711494145,-0.1479544629789403,0.0184126409155656,-0.2783857294242317,-0.03252148377361186
2019-01-06,1,0.0068962496680029,0.0286019316235071,-0.101901162664663,0.0,0.25,0.8810880487969311,0.1687147397645118,1.406662203028508,0.2776200467971396,-0.0325214837736118,0.2171296540061387,-0.0893277711494145,-0.1479544629789403,0.0184126409155656,0.048841240323942436
2019-01-13,1,0.0238442332010833,0.018586014627435,-0.0476738544170255,0.0,0.25,0.6002822990180151,0.1044878941500662,0.9976626739202856,0.2648171613713396,0.0488412403239424,-0.0325214837736118,0.2171296540061387,-0.0893277711494145,-0.1479544629789403,-0.12809459323904104
2019-01-20,1,0.0495293538625039,0.025403445579279,-0.0465652611400412,-0.1999999999999999,-0.1999999999999999,0.7083636467629216,0.1576128116520631,1.1791442248324182,0.2411119670694426,-0.128094593239041,0.0488412403239424,-0.0325214837736118,0.2171296540061387,-0.0893277711494145,0.017967619743385566
2019-01-27,1,0.0359311939008286,0.0286758645127991,-0.0396618494719548,0.0,-0.1999999999999999,0.5765769949725591,0.0727464084012928,1.020394780171236,0.1710949130667255,0.0179676197433855,-0.128094593239041,0.0488412403239424,-0.0325214837736118,0.2171296540061387,0.0032662010352388915
2019-02-03,2,0.0042685466553316,-0.0022278719890964,-0.0261341168817406,0.0,-0.3333333333333332,0.4705862792592389,0.0644456750846222,0.8337456409548948,0.0819749979014783,0.0032662010352388,0.0179676197433855,-0.128094593239041,0.0488412403239424,-0.0325214837736118,-0.026114947449054293
2019-02-10,2,-0.0067590962489069,0.0156749575946801,0.0280981250189928,0.25,-0.1666666666666665,0.5702010408194242,0.0585428374248249,0.9203357847483415,0.0787328007687591,-0.0261149474490542,0.0032662010352388,0.0179676197433855,-0.128094593239041,0.0488412403239424,0.06418245804789313
2019-02-17,2,-0.0119836196723102,0.0004987936583005,-0.0189444853034415,-0.1999999999999999,-0.1999999999999999,0.6442901793870529,0.1042419124897704,0.9384266694110244,0.0640947151063606,0.0641824580478931,-0.0261149474490542,0.0032662010352388,0.0179676197433855,-0.128094593239041,-0.0033912490557219677
2019-02-24,2,-0.0117394947077414,0.0250084937294119,0.0541267261154236,0.25,0.0,0.5893095522468931,0.0358720021740607,0.8432578627020738,0.0635645157395297,-0.0033912490557219,0.0641824580478931,-0.0261149474490542,0.0032662010352388,0.0179676197433855,0.020716657850680775
2019-03-03,3,-0.0052268985804998,0.0061500216169476,0.0741245023942767,0.0,0.0,1.129208604411463,0.1480524154628887,1.3790041305092104,0.0498045220759054,0.0207166578506807,-0.0033912490557219,0.0641824580478931,-0.0261149474490542,0.0032662010352388,0.017146780070307344
2019-03-10,3,-0.001532736267875,0.0039460444664067,0.1601699894894523,-0.1999999999999999,-0.1999999999999999,0.7066577736534576,0.056318050198207,0.9272656522793922,0.0459606548585019,0.0171467800703073,0.0207166578506807,-0.0033912490557219,0.0641824580478931,-0.0261149474490542,0.028644212461427454
2019-03-17,3,-0.0067967399071098,-0.0216215059439524,0.1035224922960573,0.0,-0.1999999999999999,0.8029042765548869,0.0790739943057058,0.9119975847283814,0.0494204197355925,0.0286442124614274,0.0171467800703073,0.0207166578506807,-0.0033912490557219,0.0641824580478931,0.016421484775914985
2019-03-24,3,-0.0005523476034458,0.0289493159124629,0.1147499545802823,0.0,-0.1999999999999999,0.7200173612561201,0.0629598134826698,0.8577485001228654,0.0491047390764944,0.0164214847759149,0.0286442124614274,0.0171467800703073,0.0207166578506807,-0.0033912490557219,0.002773075048855267
2019-03-31,3,0.0077828004283693,-0.007713075026218,0.0787478911973376,0.0,0.0,0.6148514962903467,0.0475432273943016,0.7436693765880984,0.0506273783279533,0.0027730750488552,0.0164214847759149,0.0286442124614274,0.0171467800703073,0.0207166578506807,0.02799723459363057
2019-04-07,4,0.0075541080864924,0.012029092622942,0.0612908177975146,0.25,0.25,0.6964931254999491,0.0629586480764653,0.8282949054831136,0.0548485290954807,0.0279972345936305,0.0027730750488552,0.0164214847759149,0.0286442124614274,0.0171467800703073,0.2598277269459912
2019-04-14,4,0.022611225400043,0.0205828394016369,0.0855536708746755,0.0,0.25,1.9131450723251264,0.294461344955685,1.6936504438678994,0.1185003996413213,0.2598277269459912,0.0279972345936305,0.0027730750488552,0.0164214847759149,0.0286442124614274,-0.007537323969541321
